Landing page,Month,Date,Hour,Sessions
https://checkout.choiz.com.mx/MX/1/2/12769/27398/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJyby5kcmk5OEBob3RtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTAzNjM4MywiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MDcyMzgzfQ.RHzP656Dkmv8Tb2HnnKnrUjekt8uKHyWjzTZzyYyqYg,1,2023-01-11,23,1
https://checkout.choiz.com.mx/MX/1/2/12770/27403/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhZ2cwMDA1YWxleDQ2MjE0NjAwNjNAZ21haWwuY29tIiwiQ0xBSU1fVE9LRU4iOiJST0xFX0NPTU1PTl9VU0VSIiwiaWF0IjoxNzA1MDM2OTQzLCJpc3MiOiJJU1NVRVIiLCJleHAiOjE3MDUwNzI5NDN9.U-ptMDTPQYsSJXYJ0PNU1FlGEBHrk-DXrXJh2r7N4bk,1,2023-01-11,23,1
https://checkout.choiz.com.mx/MX/1/2/12771/8953/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJqYWhkMjNfMDdAaG90bWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwMzczOTUsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA3MzM5NX0.WXLMqPyP6P3GwExcaHAUamCEK-DfbkW6gXcIGHW94EM,1,2023-01-11,23,1
https://checkout.choiz.com.mx/MX/1/2/12772/8953/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJqYWhkMjNfMDdAaG90bWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwMzczOTUsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA3MzM5NX0.WXLMqPyP6P3GwExcaHAUamCEK-DfbkW6gXcIGHW94EM,1,2023-01-11,23,1
https://checkout.choiz.com.mx/MX/1/2/12773/27411/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJjYXIxOTg1MkBnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwMzgwNjUsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA3NDA2NX0.UE5Dnhz1_rfAU11Ai0-DpEqF7lUAtfWWQ-VS4YUvpjk,1,2023-01-11,23,1
https://checkout.choiz.com.mx/MX/1/2/12773/27411?utm_source=CART_ABANDONED-V2_Discovery&utm_medium=email&utm_campaign=Aut_Cart_Abandoned_Email_4&utm_term=Header_finalizar&_kx=O32RCQ-sJmdmc3B8v0b4HiNTmtZoh-2EIfKv0VHgk9M%3D.TJZm7s,1,2023-01-18,7,1
https://checkout.choiz.com.mx/MX/1/2/12773/27411?utm_source=CHO_ALO&utm_medium=email&utm_campaign=retomar_pago&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJjYXIxOTg1MkBnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwMzg0NjcsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA3NDQ2N30.KJO1WJDM7kJbVdJGylIs1omnd63pZSIFRWvuWf9uDZk,1,2023-01-11,23,1
https://checkout.choiz.com.mx/MX/1/2/12774/27415/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJjLnJleW5ib29ybmRAZ21haWwuY29tIiwiQ0xBSU1fVE9LRU4iOiJST0xFX0NPTU1PTl9VU0VSIiwiaWF0IjoxNzA1MDM4OTc4LCJpc3MiOiJJU1NVRVIiLCJleHAiOjE3MDUwNzQ5Nzh9.GItQ14PLH0-KfoSLVPAF60-rmLFYX3Bp0mUZEuVagxs,1,2023-01-12,0,1
https://checkout.choiz.com.mx/MX/1/2/12775/27417/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhc2Vzb3JpYW5vdGFyaWFsMUBnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwMzk2NDcsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA3NTY0N30.zVmukVvAdhM2YTJQfTgkS1Dt-awGUpNEuDwfJTR5_No,1,2023-01-12,0,1
https://checkout.choiz.com.mx/MX/1/2/12776/27418/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJkYXZpZC5jdWVudGFzLjE1MDJAb3V0bG9vay5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwMzk5MTQsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA3NTkxNH0.ceJezFNsDtmH1n4G7tPT9OBGTS277PwditoIStPYXyU,1,2023-01-12,0,1
https://checkout.choiz.com.mx/MX/1/2/12777/27418/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJkYXZpZC5jdWVudGFzLjE1MDJAb3V0bG9vay5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwMzk5MTQsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA3NTkxNH0.ceJezFNsDtmH1n4G7tPT9OBGTS277PwditoIStPYXyU,1,2023-01-12,0,1
https://checkout.choiz.com.mx/MX/1/2/12780/27431/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJmYWl6dXJ5bWFsZG9uYWRvLjIxQGdtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA0NjgxMCwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MDgyODEwfQ.EUbSKUGrWIHMZsmZ9M-G39wwkxUAQtN0oyo2p9KhKPY,1,2023-01-12,2,1
https://checkout.choiz.com.mx/MX/1/2/12780/27431/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJmYWl6dXJ5bWFsZG9uYWRvLjIxQGdtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA0NjgxMCwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MDgyODEwfQ.EUbSKUGrWIHMZsmZ9M-G39wwkxUAQtN0oyo2p9KhKPY,1,2023-01-12,8,1
https://checkout.choiz.com.mx/MX/1/2/12781/24887/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ4YXZpZXJtZW1pamVAZ21haWwuY29tIiwiQ0xBSU1fVE9LRU4iOiJST0xFX0NPTU1PTl9VU0VSIiwiaWF0IjoxNzA1MDQ4OTE0LCJpc3MiOiJJU1NVRVIiLCJleHAiOjE3MDUwODQ5MTR9.6hRmGCYogAaB0cqtn9T9vLJwPTNy7pFJfMW9xxRq4Wo,1,2023-01-12,2,1
https://checkout.choiz.com.mx/MX/1/2/12781/24887/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ4YXZpZXJtZW1pamVAZ21haWwuY29tIiwiQ0xBSU1fVE9LRU4iOiJST0xFX0NPTU1PTl9VU0VSIiwiaWF0IjoxNzA1MDQ4OTE0LCJpc3MiOiJJU1NVRVIiLCJleHAiOjE3MDUwODQ5MTR9.6hRmGCYogAaB0cqtn9T9vLJwPTNy7pFJfMW9xxRq4Wo,1,2023-01-13,14,1
https://checkout.choiz.com.mx/MX/1/2/12781/24887?utm_source=CHO_ALO&utm_medium=email&utm_campaign=retomar_pago&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ4YXZpZXJtZW1pamVAZ21haWwuY29tIiwiQ0xBSU1fVE9LRU4iOiJST0xFX0NPTU1PTl9VU0VSIiwiaWF0IjoxNzA1MTA2MjcxLCJpc3MiOiJJU1NVRVIiLCJleHAiOjE3MDUxNDIyNzF9.tPhPTneeOl390TUeMBljrMgkNkUp5lSwCJbDeCrjo_4,1,2023-01-12,18,1
https://checkout.choiz.com.mx/MX/1/2/12782/23664/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJqaW1teTI1NjhAb3V0bG9vay5lcyIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA1Mzc2NiwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MDg5NzY2fQ.U1katejNEJ9FGvdFzjYIHnEVliaPf_WQjbDmmsjSnDw,1,2023-01-12,4,1
https://checkout.choiz.com.mx/MX/1/2/12783/27437/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJqb3NlbnVub3B1bGlkb0BnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNjA0MjgsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA5NjQyOH0.h0N2E0T_9bmK2CsXKS7RREFP-8anICnwQSN6l5bv8Q8,1,2023-01-12,6,1
https://checkout.choiz.com.mx/MX/1/2/12784/27442/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiIxNy5qZXNreUBnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNjIyMzMsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA5ODIzM30.1gJfHcabkdj8todVapXeNnHdzclc30t7gk5O6YeK4Bc,1,2023-01-12,6,1
https://checkout.choiz.com.mx/MX/1/2/12785/27441/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ3dWljaG8tOTZAaG90bWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNjIwMTQsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA5ODAxNH0.CcStcgKONgLCjWZsdt2se3NMOc5E7cUnspBtGXBy9Vg,1,2023-01-12,6,1
https://checkout.choiz.com.mx/MX/1/2/12786/27449/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJnaWxiZXJ0b0BjYXJhYmVsYS5jb20ubXgiLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNjYwNjksImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTEwMjA2OX0.7mAHbDy7voxFLxjzcTx7eqNW0uc4JhD-dOztRkUKNWI,1,2023-01-12,7,1
https://checkout.choiz.com.mx/MX/1/2/12787/8747/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJnYWJyaWVsMTk4MTA3M0BnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNjIzMTksImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA5ODMxOX0.wJ181CRXTqKBGFt_OaZn9NixUTy8CKWR-aH_DFvkiQw,1,2023-01-12,7,1
https://checkout.choiz.com.mx/MX/1/2/12788/8747/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJnYWJyaWVsMTk4MTA3M0BnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNjIzMTksImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA5ODMxOX0.wJ181CRXTqKBGFt_OaZn9NixUTy8CKWR-aH_DFvkiQw,1,2023-01-12,7,1
https://checkout.choiz.com.mx/MX/1/2/12789/8747/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJnYWJyaWVsMTk4MTA3M0BnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNjIzMTksImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA5ODMxOX0.wJ181CRXTqKBGFt_OaZn9NixUTy8CKWR-aH_DFvkiQw,1,2023-01-12,7,1
https://checkout.choiz.com.mx/MX/1/2/12790/8747/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJnYWJyaWVsMTk4MTA3M0BnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNjIzMTksImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTA5ODMxOX0.wJ181CRXTqKBGFt_OaZn9NixUTy8CKWR-aH_DFvkiQw,1,2023-01-12,7,1
https://checkout.choiz.com.mx/MX/1/2/12790/8747?utm_source=CART_ABANDONED-V2_Discovery&utm_medium=email&utm_campaign=Aut_Cart_Abandoned_Email_1&variation=&utm_term=Header_Finalizar&_kx=1IFMEdCuDnqDJU9cj3w8W9pFqh9jq7eo2HtWhub07D3Qc6qeY-Q0u_qW7nz5Rv4l.TJZm7s,1,2023-01-15,7,1
https://checkout.choiz.com.mx/MX/1/2/12791/27456/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJuZXRvXzE2N0Bob3RtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA2NzU3MiwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MTAzNTcyfQ.TbLYT3lyYv9T9Q-OU3OxXECFNPoQZT0v9Ic8WFs-JYk,1,2023-01-12,7,1
https://checkout.choiz.com.mx/MX/1/2/12792/27457/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJjcmlzdGlhbi5tYXJjaGFuQHVpbmVubGluZWEubXgiLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNjc2OTgsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTEwMzY5OH0.dbkvTUgmcFLvNcmlGFPPL9MmIzmab_8Gx2FxRHaXgBI,1,2023-01-12,7,1
https://checkout.choiz.com.mx/MX/1/2/12793/27457/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJjcmlzdGlhbi5tYXJjaGFuQHVpbmVubGluZWEubXgiLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNjc2OTgsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTEwMzY5OH0.dbkvTUgmcFLvNcmlGFPPL9MmIzmab_8Gx2FxRHaXgBI,1,2023-01-12,7,1
https://checkout.choiz.com.mx/MX/1/2/12794/27461/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhbGRvLmUuZGF2aWxhQGdtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA2ODY5MCwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MTA0NjkwfQ.htN_6ZspgIgSELm3Ce-AjCoHmr4_3VYBCsKc10XH5aY,1,2023-01-12,8,1
https://checkout.choiz.com.mx/MX/1/2/12795/27466/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJsb21yOTMyN0BnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNzAwMTksImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTEwNjAxOX0.30locylMd_rejAgtRGXJbF8i-i3gkjvH7dX5NCXSj4Y,1,2023-01-12,8,1
https://checkout.choiz.com.mx/MX/1/2/12796/27471/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ0b3lvc2ltYTEzQGhvdG1haWwuY29tIiwiQ0xBSU1fVE9LRU4iOiJST0xFX0NPTU1PTl9VU0VSIiwiaWF0IjoxNzA1MDcwOTc0LCJpc3MiOiJJU1NVRVIiLCJleHAiOjE3MDUxMDY5NzR9.pZNjRSViTkL7VtHM_RNIWH8FAZfjD8pqBR5BnEQWT0s,1,2023-01-12,8,1
https://checkout.choiz.com.mx/MX/1/2/12797/27474/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJlZGdhcjE5NUBob3RtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA3MTMzMiwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MTA3MzMyfQ.c08i4p_xhQYPwxzcAxpovvAra9nD8G5UC3RH_zVrPfU,1,2023-01-12,9,1
https://checkout.choiz.com.mx/MX/1/2/12798/27473/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJndWF6b25lczI1MDBAZ21haWwuY29tIiwiQ0xBSU1fVE9LRU4iOiJST0xFX0NPTU1PTl9VU0VSIiwiaWF0IjoxNzA1MDcxMTkwLCJpc3MiOiJJU1NVRVIiLCJleHAiOjE3MDUxMDcxOTB9.9KJrQyWJnr6WS0vFt8W_wrotiUX0IckxEx2FB3pB-CU,1,2023-01-12,9,1
https://checkout.choiz.com.mx/MX/1/2/12800/27477/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJkYWVoMjAwMEBob3RtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA3MTgyOCwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MTA3ODI4fQ.uXtP1uSTdIKHhKvAOXllA5Huu3VTTAHJT6AInOg-bQw,1,2023-01-12,9,1
https://checkout.choiz.com.mx/MX/1/2/12801/27485/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJlemVxdWllbF9sYzFAaG90bWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNzQwMDcsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTExMDAwN30.rtcfVph9FlV76vdRGiPp5hpfVs6o6Jz8J0gudLUtm4I,1,2023-01-12,9,1
https://checkout.choiz.com.mx/MX/1/2/12802/27487/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJqb29zZW1jZUBnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNzQ0NDAsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTExMDQ0MH0.fajlv5dVJBImZW4RRf0qxMx9FzrTd7jL3ydjZZ29AB0,1,2023-01-12,9,1
https://checkout.choiz.com.mx/MX/1/2/12803/27488/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ2aWxsYXJqc0Bob3RtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA3NDY2NSwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MTEwNjY1fQ.w3OCoBz7iS2WGeQTQjFoGq0LpnSmk-q5g8AQV4jMbxU,1,2023-01-12,9,1
https://checkout.choiz.com.mx/MX/1/2/12803/27488/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ2aWxsYXJqc0Bob3RtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA3NDY2NSwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MTEwNjY1fQ.w3OCoBz7iS2WGeQTQjFoGq0LpnSmk-q5g8AQV4jMbxU,1,2023-01-13,8,1
https://checkout.choiz.com.mx/MX/1/2/12804/27491/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJqaG9uLmFycWNvQGdtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA3NDk1OCwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MTEwOTU4fQ.1hW1-BpA7QysBWHgPVWJE7iQffv7i3Zs5r9mOST8DtI,1,2023-01-12,10,1
https://checkout.choiz.com.mx/MX/1/2/12805/26624/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJzLmJldG8xMTFAZ21haWwuY29tIiwiQ0xBSU1fVE9LRU4iOiJST0xFX0NPTU1PTl9VU0VSIiwiaWF0IjoxNzA1MDc1NzM3LCJpc3MiOiJJU1NVRVIiLCJleHAiOjE3MDUxMTE3Mzd9.A_8hkNJ6KJAlLpK6Ho4cD57gOfbG3cinFOrjtjEpPb4,1,2023-01-12,10,1
https://checkout.choiz.com.mx/MX/1/2/12806/26624/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJzLmJldG8xMTFAZ21haWwuY29tIiwiQ0xBSU1fVE9LRU4iOiJST0xFX0NPTU1PTl9VU0VSIiwiaWF0IjoxNzA1MDc1NzM3LCJpc3MiOiJJU1NVRVIiLCJleHAiOjE3MDUxMTE3Mzd9.A_8hkNJ6KJAlLpK6Ho4cD57gOfbG3cinFOrjtjEpPb4,1,2023-01-12,10,1
https://checkout.choiz.com.mx/MX/1/2/12807/26624/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJzLmJldG8xMTFAZ21haWwuY29tIiwiQ0xBSU1fVE9LRU4iOiJST0xFX0NPTU1PTl9VU0VSIiwiaWF0IjoxNzA1MDc1NzM3LCJpc3MiOiJJU1NVRVIiLCJleHAiOjE3MDUxMTE3Mzd9.A_8hkNJ6KJAlLpK6Ho4cD57gOfbG3cinFOrjtjEpPb4,1,2023-01-12,10,1
https://checkout.choiz.com.mx/MX/1/2/12808/27446/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJkbWFycXVlemhhcm9AZ21haWwuY29tIiwiQ0xBSU1fVE9LRU4iOiJST0xFX0NPTU1PTl9VU0VSIiwiaWF0IjoxNzA1MDY0NDY1LCJpc3MiOiJJU1NVRVIiLCJleHAiOjE3MDUxMDA0NjV9.-cR2oIoWwJsmpu8QeaAvd560OMTyz4kY7JVOANi5zAk,1,2023-01-12,10,1
https://checkout.choiz.com.mx/MX/1/2/12809/8148/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJsZXRtYXJpbmZhbnRlQGdtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA3NDA5MiwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MTEwMDkyfQ.fjIBlZuIKCfAjs2O6w2gPIRwrI6lgC_VS1EgfCDjdgI,1,2023-01-12,10,1
https://checkout.choiz.com.mx/MX/1/2/12810/27494/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhbmdlbHJldmEzN0BnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwNzczNDUsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTExMzM0NX0.LuYrdY78g8Y7zKud_67XPokIUnA-xio4zdkv7pWbaOY,1,2023-01-12,10,1
https://checkout.choiz.com.mx/MX/1/2/12812/27499/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJkaWVnb18wMnphdmFsYUBob3RtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA3OTM4OSwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MTE1Mzg5fQ.FLzwUE7O5wt51HVwAt1fdfHVTOkX8muujwEa_nL2S2Y,1,2023-01-12,11,1
https://checkout.choiz.com.mx/MX/1/2/12812/27499/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJkaWVnb18wMnphdmFsYUBob3RtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA3OTM4OSwiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MTE1Mzg5fQ.FLzwUE7O5wt51HVwAt1fdfHVTOkX8muujwEa_nL2S2Y,1,2023-01-12,12,1
https://checkout.choiz.com.mx/MX/1/2/12812/27499?utm_source=CART_ABANDONED-V2_Discovery&utm_medium=email&utm_campaign=Aut_Cart_Abandoned_Email_3&utm_term=Header_finalizar&_kx=OeIr0LJYjUmkUlyc8CPkuAIgUYPcAKyNSzbgdsDOxHdXZhDdOhnMvl9Goe5q5StK.TJZm7s,1,2023-01-15,11,1
https://checkout.choiz.com.mx/MX/1/2/12814/27504/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJrYXB5X21pc2FAaG90bWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwODAzNjcsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTExNjM2N30.MOicaRyGXsVZisaeKrIkprhsiraKZ1pc_shNCA7Pu7c,1,2023-01-12,11,1
https://checkout.choiz.com.mx/MX/1/2/12815/26270/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJsYWUuc2FsYXMxMkBnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwODIwNzEsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTExODA3MX0.ZTMZ3WWpdY9aLD98HUnZOX7v5iGYBpDGi8n00K02Tjw,1,2023-01-12,11,1
https://checkout.choiz.com.mx/MX/1/2/12816/26270/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJsYWUuc2FsYXMxMkBnbWFpbC5jb20iLCJDTEFJTV9UT0tFTiI6IlJPTEVfQ09NTU9OX1VTRVIiLCJpYXQiOjE3MDUwODIwNzEsImlzcyI6IklTU1VFUiIsImV4cCI6MTcwNTExODA3MX0.ZTMZ3WWpdY9aLD98HUnZOX7v5iGYBpDGi8n00K02Tjw,1,2023-01-12,11,1
https://checkout.choiz.com.mx/MX/1/2/12817/27508/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJkcmVmcmFpbm13b25nQGdtYWlsLmNvbSIsIkNMQUlNX1RPS0VOIjoiUk9MRV9DT01NT05fVVNFUiIsImlhdCI6MTcwNTA4MTk3NywiaXNzIjoiSVNTVUVSIiwiZXhwIjoxNzA1MTE3OTc3fQ.NNqvT6as21BIzwzoiIz41GGkEN8vsGskkDk0GEzcsbE,1,2023-01-12,12,1
https://checkout.choiz.com.mx/MX/1/2/12818/27512/form?planid=&token=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJqaW5lcjU2QGhvdG1haWwuY29tIiwiQ0xBSU1fVE9LRU4iOiJST0xFX0NPTU1PTl9VU0VSIiwiaWF0IjoxNzA1MDgyNzg4LCJpc3MiOiJJU1NVRVIiLCJleHAiOjE3MDUxMTg3ODh9.l1sNvu_ZN3FE32VySYO4qM_tMhozcCtQHtZTgHbVL7Y,1,2023-01-12,12,1
